genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Altererythrobacter rigui,1708790,WW3,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,63,,KP997219,54.4,4
Paracoccus cavernae,1571207,0511ARD5E5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,63.2,,LN650666,55.4,4
Ulvibacter marinus,1397112,IMCC12008,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,38.1,,KF146346,51,4
Eionea flava,1397109,IMCC1962,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Eionea,,48.7,,KF146344,52.7,4
Psychrosphaera aestuarii,1266052,PSC101,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,,49.5,,JX854537,52.9,4
Cyclobacterium caenipelagi,1235754,HD-17,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,,43.8,,JX515600,54,4
Hirschia litorea,1199156,M-M23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,,45.4,,JQ995780,53.1,4
Marinomonas hwangdonensis,1053647,HDW-15,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,48.7,,JN087530,53.3,4
Litoreibacter meonggei,1049199,MA1-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,57.9,,JN021667,54.5,4
Sedimentitalea nanhaiensis,999627,NH52F,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,,60.5,,FJ232451,54.2,4
Polaribacter sejongensis,985043,KOPRI 21160,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,30,,HQ853596,49.4,4
Mucilaginibacter lutimaris,931629,BR-3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,49.8,,HQ455786,51.2,4
Oceanisphaera ostreae,914151,T-w6,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,,56.6,,HQ340607,54.3,4
Mucilaginibacter boryungensis,768480,BDR-9,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44.3,,HM061614,52.5,4
Thalassospira lohafexi,744227,139Z-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,,53,,GU584152,54.8,4
Flavobacterium koreense,706187,ARSA-42,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,31.5,,GU295967,50.3,4
Flavobacterium dankookense,706186,ARSA-19,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.3,,GU295970,50.2,4
Flavobacterium cheonanense,706183,ARSA-108,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,31.4,,GU295968,50,4
Shewanella algidipiscicola,614070,S13,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,47,,AB205570,53.6,4
Pedobacter koreensis,564835,WPCB189,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38,,DQ092871,52.6,4
Mucilaginibacter rigui,534635,WPCB133,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,47,,EU747841,51.1,4
Salinicoccus salitudinis,465561,YIM-C678,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,46.5,,EF590121,54.3,4
Rheinheimera perlucida,368811,BA131,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,48.9,,AM183347,53.5,4
Chryseobacterium ginsengisoli,363853,DCY 63,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,31.6,,JN852949,50.8,4
Belliella baltica,232259,BA134,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Belliella,GCA_000265405.1,36.8,4.2,AJ564643,52.6,4
Sporosarcina aquimarina,114975,SW28,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,,40,,AF202056,55.4,4
Marinomonas atlantica,1806668,Cmf 18.22,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,44.6,,LN909522,53.3,4
Marinomonas gallaica,1806667,Cmf 17.2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,45.3,,LN909520,53,4
Winogradskyella exilis,589872, 022-2-26,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,30,,FJ595484,51,4
Marinobacter maritimus,277961,CK 47,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,,58,,AJ704395,55.5,4
Aeromonas media,651,ATCC33907,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,GCA_000287215.3,60.7,4.8,X74679,55.4,4
Flavobacterium luteum,2026654,IMCC26026,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.7,,KX505860,50.2,4
Lysinibacter cavernae,1640652,CC5-806,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinibacter,,62.6,,KP411613,55.5,4
Nocardioides antarcticus,1535312,M-SA3-94,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,66.7,,KM347967,56.9,4
Simplicispira piscis,1332263, RSG39,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,,65.2,,KC884002,54.1,4
Psychrobacter sanguinis,861445,13983,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,HM212668,53,4
Rubritalea spongiae,430797,YM21-132,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,,48,,AB297805,52.8,4
Thermomonas brevis,215691,LMG 21746 ,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,68.4,,AJ519989,56.3,4
Thermomonas fusca,215690,LMG 21737 ,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,68.2,,AJ519986,56.1,4
Spongiibacter taiwanensis,1748242,SPT1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,,57.9,,KT966463,54.7,4
Gramella aestuariivivens,1582355,BG-MY13 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,38.9,,KM591916,50.9,4
Aurantimonas manganoxydans,651183,SI85-9A1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,,67,,U53824,56,4
Serratia myotis,1521427,12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,52,,KJ739884,54.4,4
Paenibacillus liaoningensis,1473182,LNUB461,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,49.1,,KF997862,54.4,4
Owenweeksia hongkongensis,253245,UST20020801,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,GCA_000236705.1,40.2,4,AB125062,51.6,4
Altererythrobacter soli,1739690,MN-1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,67,,KT906300,55.1,4
Corynebacterium marinum,349751,D7015,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,GCA_000835165.1,67.8,2.7,DQ219354,57.1,4
Rhizobium halophytocola,735519,YC6881,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,52.8,,GU322905,55.1,4
Pelagimonas varians,696760,SH4-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pelagimonas,,55.1,,FJ882053,54.2,4
Alkalibacterium olivapovliticus,99907,WW2-SN4a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alkalibacterium,,39.7,,AF143511,53.2,4
Acidithiobacillus ferrivorans,160808,NO-37 ,Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,GCA_000214095.3,56.6,3.2,AF376020,56.5,4
Erwinia billingiae,182337,LMG 2613,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,GCA_000196615.1,55,5.4,Y13249,53.2,4
Simplicispira suum,2109915,SC1-8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,GCA_003008595.1,63.3,4.2,MH032763,54.1,4
Paenibacillus albidus,2041023,Q4-3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,48.6,,KY674517,55.4,4
Massilia phosphatilytica,2026176,12-OD1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,67.7,,KU647206,54.7,4
Colwellia agarivorans,1911682,QM50,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,35.7,,KX618643,52,4
Pseudactinotalea terrae,1743262,5GHs33-3,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea,,69,,KR869780,57.3,4
Sphingoaurantiacus polygranulatus,1597969,MC3718,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,,67.2,,KP274054,55.8,4
Chryseobacterium frigidum,1593234,D07,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,49.3,,KP408226,52.7,4
Sphingomonas aerophila,1344948,5413J-26,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,KC735148,55.7,4
Lysobacter terrae,1390358,THG-A13,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,66.3,,KF483861,56.5,4
Arthrobacter bambusae,1338426,THG-GM18,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,61,,KF150696,57.4,4
Massilia namucuonensis,1035707,333-1-0411,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,66.7,,JF799985,53.7,4
Massilia umbonata,864828,LP01,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,GCA_005280315.1,65.3,7.4,HM053474,53.6,4
Ancylobacter dichloromethanicus,518825,DM16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,,64.5,,EU589386,56.6,4
Gramella marina,409436,KMM 6048,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,40,,AY753911,50.3,4
Pseudoalteromonas issachenkonii,152297,KMM 3549 ,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,GCA_002310795.1,40.3,4.1,AF316144,53,4
Lishizhenia caseinilytica,270915,UST040201-001 ,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Lishizhenia,,35.8,,AB176674,52,4
Herbiconiux ginsengi,381665,wged11,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,,66.4,,DQ473536,55.8,4
Krasilnikoviella muralis,1840606,T6220-5-2b,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Krasilnikoviella,,75.2,,LC148843,58.2,4
Pseudomonas reidholzensis,1785162,CCOS 865,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,63.8,,LT009707,53.7,4
Pseudomonas wadenswilerensis,1785161,CCOS 864,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,62.1,,LT009706,53.8,4
Psychrobacter pocilloporae,1775882,S6-60,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,47.7,,KT444699,52,4
Rheinheimera marina,1774958,TP462,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,48.7,,KT900247,53.5,4
Luteolibacter arcticus,1581411,MC 3726,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,,60.7,,KP101281,56,4
Cyclobacterium halophilum,1416801,GASx41,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,,48.1,,KF601245,54.6,4
Hyphomonas beringensis,1280946,25B14_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,,58.4,,NR_148267,53.6,4
Rheinheimera muenzenbergensis,1193628,E49,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,50,,JQ922424,53.7,4
Rheinheimera hassiensis,1193627,E48,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,,50.5,,JQ922423,52.6,4
Shewanella aestuarii,1028752,SC18,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,41.3,,JF751044,53.5,4
Sphingomonas ginsenosidivorax,862135,KHI67,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,65.6,,HM204924,54.3,4
Vadicella arenosi,792649,KMM 9024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Vadicella,,58.4,,AB564595,55.2,4
Alteromonas naphthalenivorans,715451,SN2 ,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GCA_000213655.1,43.5,5,GU166736,52.4,4
Aeromonas piscicola,600645,S1.2,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,FM999971,55.8,4
Nocardioides panaciterrulae,661492,Gsoil 958,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,70.8,,GQ339903,58.3,4
Nocardioides ginsengisegetis,661491,Gsoil 485,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.6,,GQ339901,57.6,4
Lutibacter maritimus,593133,S7-2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,34.6,,FJ598048,50.2,4
Chryseobacterium humi,493375,ECP37,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,34,,EU360966,49.3,4
Planococcus donghaensis,414778,JH1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,GCA_001687665.2,40.1,3.3,EF079063,55.9,4
Aureimonas ureilytica,401562,5715S-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,,67,,DQ883810,56.1,4
Aeromonas molluscorum,271417,848,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,59.2,,AY532690,55.2,4
Shewanella profunda,254793,LT13a,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,44.9,,AY445591,54.3,4
Erythrobacter citreus,225971,RE35F/1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,62,,AF118020,53.7,4
Marinospirillum insulare,217169,K,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum,,42.5,,NR_028645,54.1,4
Kushneria marisflavi,157779,SW32,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,GCA_002157205.1,59,3.7,AF251143,57.1,4
Thiolinea disciformis,125614,B3-1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiolinaceae,Thiolinea,,44.5,,AB042532,54.2,4
Arthrobacter monumenti,163875,DSM 16405,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,62.2,,AJ315070,57.2,4
Flavobacterium kyungheense,1069983,THG-107,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.2,,JN196130,52.3,4
Sinobacterium caligoides,933926,SCSWE24,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Sinobacterium,,58.8,,HQ686140,53.2,4
Nocardioides rubriscoriae,642762,Sco-A25,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,71.6,,FN386714,57.7,4
Orbus hercynius,593135,CN3,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Orbus,,36.4,,FJ612598,52.6,4
Frondihabitans peucedani,598626,RS-15,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frondihabitans,,68.3,,FM998017,55.9,4
Siphonobacter aquaeclarae,563176,P2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,,54.5,,FJ177421,53.6,4
Psychrobacter aestuarii,556327,SC35,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,48.5,,EU939718,52.1,4
Psychrosphaera haliotis,555083,KDW4,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,,42.5,,EU930871,53.2,4
Haloferula sargassicola,490096,MN1-1037,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,,64.8,,AB372856,55.2,4
Luteolibacter algae,454151,A5J-41-2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,,55.9,,AB331893,54.5,4
Oceanisphaera arctica,641510,V1-41,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,,60.1,,FN377705,55.3,4
Mucilaginibacter phyllosphaerae,1812349,PP-F2F-G21,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,,,KU878873,51,4
Psychrobacter pygoscelis,2488563,STPP5b,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,44.4,,MH065724,52.9,4
Olleya algicola,2020714,3Alg 18,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,,34.6,,KY341922,49.6,4
Glutamicibacter halophytocola,1933880,KLBMP 5180,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,GCA_001302565.1,60,3.9,JX993762,57.2,4
Pedobacter lotistagni,1537390,THG-DN6.8,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,36.8,,KM035962,52.5,4
Zunongwangia atlantica,1502297,22II14-10F7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,,35.5,,JQ844757,50.5,4
Marinomonas profundimaris,1208321,D104,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,44.8,,KC565667,53.1,4
Cellulomonas marina,988821,FXJ8.089,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,,70.3,,JF346422,58.9,4
Winogradskyella ulvae,931625,KMM 6390,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,34.2,,HQ456127,48.9,4
Litoreibacter albidus,670155,KMM 3851,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,60.4,,AB518881,54.2,4
Litoreibacter janthinus,670154,KMM 3842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litoreibacter,,58.5,,AB518880,54.6,4
Marinomonas arenicola,569601,KMM 3893,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,50,,AB467281,53.1,4
Psychrobacter arenosus,256326,KMM 3659,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,45,,AJ609273,53.1,4
Psychrobacter maritimus,256325,KMM 3646,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,44.8,,AJ609272,52.6,4
Salinibacterium amurskyense,205941,KMM 3673,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Salinibacterium,,61,,AF539697,55.4,4
Kriegella aquimaris,192904,KMM 3665,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella,,40,,AB084262,55.2,4
Leifsonia poae,110933, DL89,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,,69.5,,AF116342,55.7,4
Ottowia pentelensis,511108,RB3-7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,,68.5,,EU518930,56,4
Mucilaginibacter galii,2005073,PP-F2F-G47,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,,,KX611229,51.8,4
Algibacter mikhailovii,425498,KMM 6171,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,35.1,,AM491809,49,4
Mariniflexile gromovii,362523,KMM 6038,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,,35.7,,DQ312294,50.8,4
Gramella echinicola,279359,KMM 6050,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,39.6,,AY608409,51.3,4
Winogradskyella epiphytica,262005,KMM 3906,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,35.2,,AY521224,49.7,4
Halomonas niordiana,2508711,ATF5.4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,60.8,,NZ_SDSD01000014,55,4
Pseudomonas alkylphenolica,237609,KL28,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,GCA_000746525.1,60.6,5.8,AY324319,54,4
Maribacter lutimaris,1130724,KJ4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,38,,JN642274,54.3,4
Chryseobacterium xinjiangense,343412,TSBY 67,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,33.5,,DQ166169,49.6,4
Gramella antarctica,2058158,R17H11,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,38.6,,KY985365,50.4,4
Thalassospira mesophila,1293891,MBE#74 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,,55.9,,AB786711,54.7,4
Lishizhenia tianjinensis,477690,H6,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Lishizhenia,,34.6,,EU183317,51.5,4
Aliiglaciecola lipolytica,477689,E3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliiglaciecola,,40.8,,EU183316,52.4,4
Altererythrobacter luteolus,295089,SW-109,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,60.3,,AY739662,52.9,4
Pseudomonas libanensis,75588, CFML 96쭯195,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,58,,AF057645,53.8,4
Carnobacterium antarcticum,2126436,CP1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,,38.1,,MG734178,53.9,4
Yoonia maritima,1435347,KMM 9530,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,,,,AB894236,54,4
Pontibacter akesuensis,388950,AKS 1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,GCA_001611675.1,51,4.8,DQ672723,57.3,4
Gramella portivictoriae,326069,UST040801-001,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,,39.9,,DQ002871,51,4
Aurantimonas aggregata,2047720,R14M6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,,67.4,,KY984095,55.6,4
Brevibacterium sandarakinum,629680,01-Je-003,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,,,,FN293377,56.5,4
Psychrobacter jeotgali,179010,YKJ-103,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,44,,AF441201,52.5,4
Mesonia hippocampi,1628250,96_Hippo_TS_3/13,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia,,30,,KP119858,48.5,4
Psychrobacter faecalis,180588,ISO46,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,,,AJ421528,52.5,4
Phaeobacter inhibens,221822,T5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,GCA_000154765.2,59.8,4.2,AY177712,54.8,4
Winogradskyella rapida,549701,SCB26,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,36.3,,U64013,48.2,4
Bizionia paragorgiae,283786,KCTC 12304,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,37.6,,AY651070,50,4
Arenibacter catalasegens,2056779,P308H10,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,,38.2,,MG183691,53.5,4
