genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Thioprofundum hispidum,394805,gsp61,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioprofundaceae,Thioprofundum,,62.9,,AB266389,56.1,29
Dissulfuribacter thermophilus,1156395,S69,Bacteria,Proteobacteria,Deltaproteobacteria,,,Dissulfuribacter,,40.5,,JQ414031,58.8,28
Laceyella sediminis,573074,RHA1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella,,47.9,,FJ422144,58.1,28
Lihuaxuella thermophila,1173111,YIM 77831,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Lihuaxuella,,55.6,,JX045707,58.6,28
Caloribacterium cisternae,996765,SGL43,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caloribacterium,,43.1,,JF262044,55.3,28
Albidovulum xiamenense,990712,YBY-7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albidovulum,,70.6,,HQ709061,57,28
Acetomicrobium thermoterrenum,1120986,Rwcit,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,,44,,U50711,58.9,28
Thermoactinospora rubra,1088767,YIM 77501 ,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermoactinospora,,75.7,,JN626947,60.9,28
Effusibacillus lacus,1348429,skLN1 ,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,,50.8,,AB828155,58.3,28
Gracilibacillus halophilus,470864,YIM-C55.5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,,42.3,,EU135704,55.6,28
Pseudonocardia thermophila,1848,MB A-18,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,,,X53195,57.5,28
Thermocatellispora tengchongensis,1073253,YIM 77521 ,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermocatellispora,,73.3,,JN315666,59.8,28
Desulfotomaculum intricatum,1285191,SR45,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfofarcimen,,41.1,,AB778017,55.5,28
Rubellimicrobium thermophilum,295419,C-lvk-R2A-2 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,70,,AJ844281,58.6,28
Halarsenatibacter silvermanii,321763,SLAS-1,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halarsenatibacter,,45.2,,AY965613,57.9,28
Microvirga massiliensis,1033741,JC119,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,,63.3,,JF824802,57.8,28
Rummeliibacillus stabekisii,241244,KSC-SF6g ,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,GCA_001617605.1,37.7,3.4,DQ870754,53.3,28
Halobacterium noricense,223182,A1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,,54.4,,AJ548827,58.2,28
Halococcus salifodinae,36738,Blp ,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,62,,NR_113436,59.6,28
Halorubrum amylolyticum,2508724,ZC67,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,66.3,,KX376720,58.8,28
Halorubrum chaoviator,335819,Halo-G,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,65.5,,AM048786,58.1,28
Streptomyces albiaxialis,329523, DSM 41799,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,,,AY999901,59.1,28
Streptomyces calidiresistens,1485586,YIM 78087,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,73,,KJ361473,59.6,28
Halorubrum terrestre,267368,4p,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,64.6,,AB090169,57.7,28
Halococcus dombrowskii,179637,H4,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,61.3,,AJ420376,58.9,28
Salinibacillus aidingensis,237684,7墩25휑,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,,39.9,,AY321436,55.8,28
Nitrososphaera viennensis,1034015,EN76,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,GCA_000698785.1,52.7,2.5,FR773157,57.7,28
Paenibacillus woosongensis,307580,YB-45,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,51.7,,AY847463,54.7,28
Sulfurifustis variabilis,1675686,skN76,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,GCA_002355415.1,67.5,4,LC062790,56.6,28
Streptomyces deccanensis,424188,DAS-139,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.8,,EF219459,58.3,28
Halopiger xanaduensis,387343,SH-6,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,GCA_000217715.1,65.2,4.4,AM268114,58.8,28
Paenibacillus mesophilus,2582849,SYSU K30004,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.6,,MK943675,56.2,28
Paenibacillus antri,2582848,SYSU K30003,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,59,,MK943674,57,28
Anaerococcus rubeinfantis,1720199,mt16,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,29.5,,LN881592,48.7,28
Gabonia massiliensis,1686296,GM3,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Gabonia,,37.9,,LN849789,54.7,28
Kallipyga gabonensis,1686287,GM4,Bacteria,Firmicutes,Tissierellia,,,Kallipyga,,50,,LN849790,52.6,28
Fictibacillus halophilus,1610490,AS8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,,46.9,,KP265300,54.6,28
Bacillus jeddahensis,1461580,JCE,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,39.4,,HG931339,55.1,28
Geodermatophilus nigrescens,1070870,YIM 75980,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,,73.1,,JN656711,59.9,28
Brevibacterium album,417948,YIM 90718,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,,70,,EF158852,57.4,28
Saccharomonospora amisosensis,1128677,DS3030,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,,68.9,,JN989292,58.6,28
Micromonospora yasonensis,1128667,DS3186,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,73.1,,JN989295,60.4,28
Saccharothrix stipae,1049182,D34,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,74.1,,JN002085,59.2,28
Pseudonocardia cypriaca,882449,KT2142,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,,74.6,,HQ157191,59.1,28
Mycobacterium shimoidei,29313,ATCC 27962,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AJ005005,58.5,28
Streptomyces gulbargensis,364901,DAS 131,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.8,,DQ317411,58.8,28
Alloscardovia omnicolens,419015,CCUG 31649,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,,48,,NR_042583,56.5,28
Sporotomaculum syntrophicum,182264,FB,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Sporotomaculum,,46.8,,AB076610,55.2,28
Streptomyces klenkii,1420899,S2704,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.2,,KF656772,59.1,28
Clostridium formicaceticum,1497,ATCC 27076,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,GCA_001854185.1,35.5,4.6,X77836,53.8,28
Halococcus saccharolyticus,62319,P-423,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,63.4,,AB004876,59.3,28
Fudania jinshanensis,2603327,313,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Fudania,CP029033,60.6,2.8,MK209065,57.9,28
Actinomyces qiguomingii,2057800,410,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,GCA_004102025.1,66.8,4,MG650117,59.3,28
Nocardioides taihuensis,1835606,X17,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69.9,,KU050051,59,28
Methanobrevibacter olleyae,294671,KM1H5-1P,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,GCA_001563245.1,26.9,2.2,AY615201,53.6,28
Providencia entomophila,2604839,IO-23,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,,,,MH553347,53.4,28
Legionella norrlandica,1498499,LEGN,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,37.6,,KJ796839,53.1,28
Trabulsiella odontotermitis,379893,Eant 3-9,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Trabulsiella,,55.7,,DQ453129,55.3,28
Bacteroides cutis,2024197,Marseille-P4118,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,LT908453,51.4,28
Bacteroides bouchesdurhonensis,1841855,Marseille-P2653,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,,LT558803,50.3,28
Nitratifractor salsuginis,269261,E9I37-1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,,Nitratifractor,GCA_000186245.1,53.9,2.1,AB175500,55.7,28
Acetobacter senegalensis,446692,CWBI-B418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,GCA_001499615.1,54.5,4,AY883036,54.7,28
Micromonospora profundi,1420889,DS3010,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,,73.3,,KF494813,59.8,28
Streptomyces chilikensis,1194079,RC 1830,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,66.8,,JN050256,59.2,28
Nonomuraea muscovyensis,1124761,FMN03,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,69.6,,JN896617,60.1,28
Senegalimassilia faecalis,2509433,KGMB04484,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,,61.2,,MK588841,64.8,28
Selenomonas massiliensis,2058293,Marseille-P4036,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,,,,LT970915,54.8,28
Mycobacterium lehmannii,2048550, SN 1900,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,66.7,,KY933300,58,28
Mycobacterium eburneum,2035343,X82,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,68.7,,KX879093,58,28
Flavisolibacter metallilatus,1639646,KACC 19145,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,49.1,,KP231287,51.5,28
Pontibacter ramchanderi,1179743,LP43,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,59.1,,JQ806111,57.8,28
Aestuariibacter aggregatus,634436,WH169,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marisediminitalea,,49.4,,FJ847832,53.2,28
Mycobacterium gordonae,1778,ATCC 14470,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,X52923,57.6,28
Segniliparus rotundus,286802,CDC 1076 ,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Segniliparaceae,Segniliparus,GCA_000092825.1,66.8,3.2,AY608918,58.5,28
Actinomyces culturomici,1926276,CSUR P3561,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,,, LT627670,,28
Saccharopolyspora hattusasensis,1128679,CR3506,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,71.7,,JN989298,58.6,28
Streptomyces burgazadensis,1452742,Z1R7,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,69.4,,KF793919,60,28
Streptomyces ovatisporus,1128682,S4702,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.5,,JN989306,58.6,28
Streptomyces muensis,1077944,MBRL 179,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.1,,JN560155,59.6,28
Bradyrhizobium daqingense,993502,CCBAU 15774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,61.2,,HQ231274,55,28
Isoptericola halotolerans,300560,YIM 70177,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,,72.8,,AY789835,59,28
Mycobacterium kubicae,120959,ATCC700732,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,,,AF133902,58.4,28
Streptomyces abyssalis,933944,YIM M 10400,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.3,,HQ585121,59,28
Streptomyces xishensis,933941,YIM M 10378,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.4,,HQ585118,58.9,28
Rhodovulum phaeolacus,722732,JA580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,,62.3,,FN669139,55.2,28
Nocardiopsis halotolerans,124252,DSM 44410,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,68,,AJ290448,59.3,28
Mycolicibacter minnesotensis,1118379,DL49,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,,,,NR_109474,57.8,28
Soortia roseihalophila,1889947,Bsw-2b,Bacteria,Balneolaeota,Balneolia,Balneolales,Soortiaceae,Soortia,,40.5,,KU695464,55.4,28
Acetobacter suratthaniensis,1502841,AI32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,,59.6,,AB937774,54.7,28
Selenomonas bovis,416586,WG,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,,63.9,,EF139191,55,27
Microbacterium luticocti,451764,SC-087B,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,,72,,AM747814,56.7,27
Haliangium tepidum,162028,SMP-10,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,,69,,AB062751,58.1,27
Kytococcus schroeteri,138300,Muenster 2000,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus,,,,AJ297722,56.9,27
Carboxydocella manganica,744873,SLM 61,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,,50.9,,GU584133,57.3,26
Tepidimicrobium ferriphilum,285106,SB91,Bacteria,Firmicutes,Tissierellia,,,Tepidimicrobium,,33,,AY656718,54.6,26
Clostridium thermobutyricum,29372,JW171K ,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,37,,NR_044849,53.4,26
Natronovirga wadinatrunensis,759415,JW/NM-WN-LH1 ,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natronovirga,,42,,EU338489,56.2,26
Natranaerobius trueperi,759412,JW/NM-WN-LU,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,,41,,EU338490,56,26
Halorubrum distributum,29283,1m,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,63.6,,D63572,57.5,26
Desulfotomaculum arcticum,341036,15,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfallas,,48.9,,DQ148942,55.5,26
Salibacterium halochares,520043,MSS4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,,47.2,,AM982516,57.6,26
Halococcus qingdaonensis,224402,CM5,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,,61.2,,AY243109,59.2,26
Halobiforma nitratireducens,130048,135,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halobiforma,,66.9,,AB045012,58.9,26
Streptomyces malaysiense,1428626,MUSC 136,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,72.3,,KJ632663,59,26
Amphibacillus iburiensis,1212662,N314,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,,38.4,,AB736274,53.9,26
Byssovorax cruenta,293647,By c2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,,69.9,,AJ833647,56.6,26
Ornithinimicrobium pekingense,384677,LW6,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,,69,,DQ512860,58,26
Streptomyces antioxidans,1507734,MUSC 164,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,71.6,,KJ632665,58.8,26
Xinfangfangia soli,2185115, ZQBW,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Xinfangfangia,,67,,MG190346,56.7,26
Micrococcus flavus,384602,LW4,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,,71.4,,DQ491453,57.8,26
Spiroplasma poulsonii,2138,DW-1,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,,26,,M24483,49.4,26
Deferribacter autotrophicus,500465,SL50,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,,28.7,,EU407777,59.6,25
Bacillus thermophilus,1245522,SgZ-10,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,45.3,,JX274438,55.9,25
Oceanotoga teriensis,515440,27303,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Oceanotoga,,26.8,,EU588727,53.3,25
Tepidimicrobium xylanilyticum,1123352,PML14,Bacteria,Firmicutes,Tissierellia,,,Tepidimicrobium,,36.2,,EF522948,54.3,25
Thermogutta terrifontis,1331910,R1,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta,GCA_002277955.1,57.3,4.8,KC867694,59.5,25
Nautilia nitratireducens,646273,MB-1,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,,36,,FJ532475,54.8,25
Petrotoga mexicana,204046,MET12,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,,36.1,,NR_029058,54.4,25
Marinitoga camini,106262,MV1075,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,,29,,AJ250439,56.5,25
Tepidiphilus margaritifer,203471,N2-214,Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Tepidiphilus,,64.8,,AJ504663,59.1,25
Petrothermobacter organivorans,1856807,ANA,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Petrothermobacter,,34.3,,LC155975,55.7,25
Ureibacillus defluvii,1245527,DX-1,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,,40.4,,JX274433,54.8,25
Garciella nitratireducens,218205, MET79,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella,,30.9,,AY176772,54,25
Bacillus hisashii,996558,N-11 ,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,37.9,,AB618491,55.6,25
Haloterrigena thermotolerans,121872,PR5,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,,63.3,,AF115478,58.6,25
Tepidimonas thermarum,335431,AA-1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Tepidimonas,,67.9,,AM042693,57.2,25
Nonomuraea thermotolerans,1490292,3-33-9B,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,72.5,,KJ027601,60.3,25
Tepidanaerobacter syntrophicus,224999,JL,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Tepidanaerobacter,,38,,AB106353,55.8,25
Saccharopolyspora subtropica,1530170,T3,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,71.3,,KM114900,58.9,25
Aneurinibacillus sediminis,1776164,1-10M-8-7-50,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,,41.9,,KU324479,57.3,25
Rhodopseudomonas thermotolerans,999700,JA576 ,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,66.2,,FR851928,55,25
Bacillus nealsonii,115979,FO-92,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,AF234863,54.2,25
Tepidibacillus infernus,1806172,MBL-TLP,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Tepidibacillus,,35.4,,KU726543,54.9,25
Dissulfurirhabdus thermomarina,1765737,SH388,Bacteria,Proteobacteria,Deltaproteobacteria,,,Dissulfurirhabdus,,64.6,,KU051627,58.8,25
Paenibacillus thermoaerophilus,1215385,TC22- 2b ,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,59.1,,AB738878,57.5,25
Halorubrum lipolyticum,368624,44077,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,65.9,,DQ355814,58.3,25
Oceanicella actignis,1189325,PRQ-67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,,71.2,,JQ864435,58.4,25
Pseudomonas thermotolerans,157784,CM3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,66.4,,AJ311980,55.7,25
Paenibacillus phocaensis,1776378,mt24,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,53.5,,LN998053,55.2,25
Rubeoparvulum massiliense,1631346,mt6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rubeoparvulum,,43.8,,LN828926,55.3,25
Porphyrobacter cryptus,196588,ALC-2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,,66.2,,AF465834,54.8,25
Bacillus fumarioli,105229, Logan B1801,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,40.7,,AJ250056,55.3,25
Alicyclobacillus montanus,1830138,USBA-GBX-503,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,,44.6,,KU366611,59,25
Rhabdanaerobium thermarum,1715347,SYSU GA15001,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Rhabdanaerobium,,35.6,,KR054687,53.7,25
Prauserella oleivorans,1478153,RIPI,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,,69,,KJ123726,58.4,25
Actinomadura cellulosilytica,1411118,YIM 77510,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,,70.2,,AB859254,60.5,25
Actinomadura amylolytica,1411117,YIM 77502,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,GCA_003589885.1,72.8,6.8,AB859253,60.7,25
Vulcaniibacterium tengchongense,1273429,YIM 77520,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Vulcaniibacterium,,66.9,,JX964994,57.6,25
Nocardiopsis yanglingensis,672459,A18,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,,67.1,,GQ463465,58.5,25
Tepidicella xavieri,360241,TU-16,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Tepidicella,,64.9,,DQ295805,56.6,25
Natrarchaeobius halalkaliphilus,1679091,AArcht-Sl,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrarchaeobius,,61.1,,KT247971,57.9,25
Halosiccatus urmianus,1586233,DC8,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halosiccatus,,68.1,,KM596805,59.7,25
Halobaculum magnesiiphilum,1017351,MGY-184,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halobaculum,,67,,AB627357,58.8,25
Halobellus limi,699433,TBN53,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Halobellus,GCA_004799685.1,65.9,3.7,GU208828,57.3,25
Natronorubrum tibetense,63128,GA33,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,,60.1,,AB005656,57.9,25
Natronorubrum bangense,61858,A33,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum,GCA_004799645.1,60.6,4.4,Y14028,57.5,25
Natronomonas pharaonis,2257,Gabara,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,GCA_000026045.1,63.1,2.7,D87971,58.6,25
Halorubrum arcis,368454,AJ201,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,,65.7,,DQ355793,58.4,25
Anaerosalibacter bizertensis,932217,C5BEL,Bacteria,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Anaerosalibacter,,31.1,,HQ534365,52.9,25
Cohnella fontinalis,477675,YT-1101,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,58.6,,AB362828,56.8,25
Halomicroarcula pellucida,1427151,BNERC31,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicroarcula,,64.1,,AB766179,58.5,25
