genus_and_species,taxonomy_id,strain,superkingdom,phylum,class,order,family,genus,assembly_or_accession,Genome_GC,Genome_size,16S_accssion,16S_GC,Tmin
Nevskia terrae,675609,KIS13-15,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Nevskia,,67.3,,GQ845011,54.9,15
Angulomicrobium tetraedrale,217068,Z\2821,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Angulomicrobium,,64.5,,AJ535708,56.2,15
Brevundimonas humi,2072566,CA-15,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,63.6,,KY117472,55.2,15
Mariprofundus ferrinatatus,1921087,CP-8,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,GCA_002795825.1,53.7,2.3,CP018800,52.5,15
Flavobacterium hibisci,1914462,THG-HG1.4T,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,41.2,,KX263317,51.5,15
Rhodanobacter humi,1888173,RS22,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,,63.2,,KX674374,56.7,15
Dokdonia lutea,1835608,SFD34,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,,35,,KX082701,50.2,15
Marinomonas epiphytica,1779332,SAB-3,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,41,,LN999519,52.8,15
Geodermatophilus poikilotrophus,1333667,G18,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,,74.4,,HF970583,59.8,15
Cellvibrio zantedeschiae,1237077,TPY-10,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,49.8,,HE997062,54.3,15
Pedobacter oryzae,1122943,N7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,37.7,,EU109726,50.3,15
Litorimicrobium taeanense,657014,G4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorimicrobium,,62.4,,GQ232737,54.2,15
Halomonas cibimaris,657012,10-C-3,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,63.2,,GQ232738,56.9,15
Sphingobacterium cladoniae,634159,No.6,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,36.8,,FJ868219,52.1,15
Tenacibaculum jejuense,584609,CNURIC013,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,GCA_900198195.1,30.3,4.6,FJ490366,49.4,15
Hwanghaeicola aestuarii,568105,Y26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Hwanghaeicola,,61,,FJ230842,55.9,15
Bifidobacterium mongoliense,518643,YIT 10443,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,61.1,,AB433856,58,15
Muriicola jejuensis,504488, EM44,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muriicola,,47.9,,EU443206,53.8,15
Jejuia pallidilutea,504487,EM39,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Jejuia,,34.6,,EU443204,51.4,15
Cellulophaga tyrosinoxydans,504486,EM41,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,,33.5,,EU443205,51.8,15
Mucilaginibacter oryzae,468058,B9,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,44.4,,EU109722,51.7,15
Flavobacterium fluvii,468056,H7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.2,,EU109724,50.7,15
Pararheinheimera soli,443616,BD-d46,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Pararheinheimera,,49.2,,EF575565,53.3,15
Pseudoxanthomonas sacheonensis,443615,BD-c54,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,,67.5,,EF575564,54.8,15
Neomegalonema perideroedes,217219,Gr1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Neomegalonema,,42.9,,AY170117,55.2,15
Asticcacaulis excentricus,78587,AC48,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,GCA_000175215.2,59.5,4.3,AJ247194,54.4,15
Asticcacaulis biprosthecium,76891,C\19,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,,61,,AJ247193,54.4,15
Acidiphilium acidophilum,76588,ATCC 27807,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,,63.1,,D86511,56.2,15
Dehalococcoides mccartyi,61435,195,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,GCA_000011905.1,48.9,1.5,NR_074116,51.9,15
Acidiphilium rubrum,526,OP,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,,63,,D30776,55.7,15
Dyadobacter flavus,2705330,S-53,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,48.7,,KY117465,52.8,15
Mabikibacter ruber,2029880,YP382-1-A,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Mabikibacteraceae,Mabikibacter,,60.3,,KU764383,56,15
Limimaricola cinnabarinus,1125964,LL-001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,,69.3,,AB688112,55.5,15
Halobacteriovorax litoralis,97089,JS5,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,,37.8,,AF084859,51.9,15
Aureimonas leprariae,2615207,YIM 132180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,,68.4,,MN495985,56.4,15
Sphingobium soli,1591116,THG-SQA7 ,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,63.8,,KM598233,54.6,15
Saccharothrix yanglingensis,659496,Hhs.015,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,70.9,,GQ284639,59.3,15
Roseomonas aquatica,373043,TR53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,,68.6,,AM231587,57.8,15
Methanogenium cariaci,2197,JR1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanogenium,,52,,M59130,53.8,15
Maricaulis maris,74318,CM11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,GCA_000014745.1,62.7,3.4,AJ227802,55,15
Sphingorhabdus litoris,394733,FR1093,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,DQ781321,52.8,15
Sphingorhabdus marina,394732,FR1087,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,DQ781320,52.9,15
Tenacibaculum maritimum,107401,R2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,GCA_900119795.1,32,3.4,AB078057,50.1,15
Mesorhizobium japonicum,2066070,Opo-235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,GCA_000009625.1,62.5,7.6,MF661783,56.2,15
Noviherbaspirillum canariense,1064516,SUEMI03,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,,61.6,,HQ830496,53.9,15
Labrenzia alexandrii,388408,DFL-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,,56.1,,AJ582083,55.1,15
Nitrosopumilus adriaticus,1580092,NF5,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,GCA_000956175.1,33.4,1.8,MK139955,52.5,15
Niabella tibetensis,706120,4墩15휑,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,,46.9,,GU291295,49.6,15
Rhizobium kunmingense,589104,LX30,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,59.3,,FJ560597,55,15
Hoeflea phototrophica,244596,DFL-43,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,,59.3,,NR_114907,53.5,15
Streptacidiphilus pinicola,2219663,MMS16-CNU450,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,,,,MG189375,58.8,15
Planctopirus ephydatiae,2528019,spb1,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,GCA_007752345.1,53.8,5.2,MK559993,56.1,15
Marivita litorea,505251,CL-JM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,,,,EU512918,54,15
Eudoraea adriatica,446681,AS06/20a,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,,38.9,,AM745437,53.5,15
Sulfurospirillum multivorans,66821,DSM 12446,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,GCA_000568815.1,40.9,3.2,X82931,49.4,15
Actinospica durhamensis,1508375,CSCA57,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,,68,,KJ445732,60.3,15
Solimonas terrae,1396819,KIS83-12,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Solimonas,,67.9,,KF112046,53.3,15
Tardiphaga robiniae,943830,LMG 26466,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,,60.5,,HE565555,54.7,15
Solirubrobacter phytolaccae,1404360,GTGR-8,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,71,,KF459924,58.7,15
Pelagibius litoralis,374515,CL-UU02,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius,,66.3,,DQ401091,57.4,15
Ferrimonas kyonanensis,364763,Asr22-7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,,57.2,,AB245514,53.5,15
Nocardia casuarinae,1463564,BMG51109a,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,,,KF924767,58.8,15
Nocardioides sonneratiae,1962348,BGMRC0092,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,69.3,,KY655023,59.2,15
Chitinophaga barathri,1647451,YLT18,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,,55.4,,KR013246,51.5,15
Actinoplanes missouriensis,1866,ATCC 14538,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,GCA_000284295.1,,8.8,AB037008,59.9,15
Bradyrhizobium ingae,1497618,BR 10250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.4,,KF927043,55.1,15
Sphingomonas gimensis,1141892,9PNM-6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,69.2,,JQ608327,55.7,15
Bradyrhizobium manausense,989370,BR 3351,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.8,,HQ641226,55.5,15
Labrys okinawensis,346911,MAFF 210191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,,62.3,,AB236169,56.2,15
Cohaesibacter gelatinilyticus,372072,CL-GR15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Cohaesibacteraceae,Cohaesibacter,,52.9,,DQ386307,54.1,15
Perspicuibacter marinus,1459949,2墩9휑,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,,41.7,,AB908276,53.5,15
Actinomycetospora endophytica,2291215,A-T 8314,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,,73.2,,MH071353,59.7,15
Lactobacillus curtus,1746200,VTT E-94560,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,43,,LC093898,52,15
Tetragenococcus osmophilus,526944, T1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,GCA_003795125.1,36.3,2.4,EU522083,54.8,15
Pedobacter agrisoli,2081981,YHM-9,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,38.9,,MF564194,54.7,15
Aeromonas finlandiensis,1543375,4287D,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,LM654283,55.7,15
Pedobacter zeae,1737356,22,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,41.2,,KR610524,52,15
Oryzihumus soli,1634995,Aerobe-19,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,,73.9,,KP185144,57.4,15
Pedobacter rivuli,1191371,HME8457,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,33.3,,JQ911707,50.4,15
Mucilaginibacter aquaedulcis,1187081,PGW1-R01,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,39.4,,JQ670938,50.9,15
Prosthecobacter algae,1144682, EBTL04,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,,62.7,,JQ319004,53.6,15
Herbidospora soli,1070425,PS42-9,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Herbidospora,,71.5,,AB649125,59.6,15
Fimbriimonas ginsengisoli,1005039,Gsoil 348,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,GCA_000724625.1,60.8,5.2,GQ339893,55.6,15
Cohnella cellulosilytica,986710,FCN3-3,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,58,,HQ704069,56.6,15
Aeromonas aquatica,558964,AE235,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,HG970952,55.8,15
Soonwooa buanensis,619805,HM0024,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Soonwooa,,29.6,,FJ713810,49.6,15
Aeromonas lacus,558884,AE122,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,,HG970953,55.7,15
Fretibacter rubidus,570162,JC2236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Fretibacter,,49.3,,JQ965646,52.9,15
Paenibacillus pectinilyticus,512399,RCB-08,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,51.5,,EU391157,54.2,15
Acanthopleuribacter pedis,442870,FYK2218,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,,56.7,,AB303221,56,15
Clostridium aestuarii,338193,HY-45-18,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,,,,DQ126679,53.1,15
Nocardioides panacihumi,400774,Gsoil 616,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,,73,,AB271053,58.5,15
Pedobacter daechungensis,398054,Dae 13,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,33.8,,AB267722,51.5,15
Flammeovirga kamogawensis,373891,YS10,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,,32.5,,AB251933,52.1,15
Aeromicrobium panaciterrae,363861,Gsoil 161,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,65.5,,AB245387,57.6,15
Ferrimonas futtsuensis,364764, FUT3661,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,,58.1,,AB245515,54.4,15
Desulfotignum phosphitoxidans,190898,FiPS-3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum,,53.9,,AF420288,52.8,15
Actinophytocola glycyrrhizae,2044873,BMP B8152,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,,70.2,,MG190031,58.3,15
Microlunatus nigridraconis,1710544,CPCC 203993,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,,64,,KT694343,58.1,15
Nocardia camponoti,1616106,1H-HV4,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,,68.7,,KP784782,57.2,15
Mesorhizobium calcicola,1300310,ICMP 19560,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,62.6,,KC237408,55.4,15
Rhizobium aethiopicum,1138170,HBR26,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,61,,NR_149191,54.9,15
Auraticoccus monumenti,675864,MON 2.2,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Auraticoccus,,73.5,,FN552748,57.6,15
Dactylosporangium luteum,649007,BK51 ,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,,74,,FJ973604,59.3,15
Sphingobium subterraneum,627688,S-II-13,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,63.5,,FJ796422,53.5,15
Saccharothrix violaceirubra,413306,YU 692-1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,,70.8,,AB284261,60.1,15
Methylobacterium hispanicum,270350,GP34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,67.7,,AJ635304,57.3,15
Bradyrhizobium yuanmingense,108015,CCBAU 10071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,63.2,,AF193818,55.6,15
Mucilaginibacter pineti,1391627,M47C3B,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,40.6,,KF483876,51.8,15
Nitrosarchaeum koreense,1088740,MY1,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,,32.7,,HQ331116,52.1,15
Pseudomethylobacillus aquaticus,2676064,H-5,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Pseudomethylobacillus,,58.3,,MG603667,52.8,15
Flavobacterium chuncheonense,2026653,IMCC26013?,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,37.8,,KX505859,51,15
Marinisporobacter balticus,2018667,59.4M,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Marinisporobacter,,42.9,,KX822012,52.8,15
Mariprofundus micogutta,1921010,ET2,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,48.8,,LC107871,53.4,15
Larkinella ripae,1892557,15J11-11,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,,53.2,,LC177338,56.1,15
Adhaeribacter terrae,1892554,HY02,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,44,,LC177335,52.6,15
Hymenobacter daeguensis,1892552,16F3Y-2,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,62.9,,LC177333,55.6,15
Sphingomonas colocasiae,1848973,CC-MHH0539,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,69.5,,KU248160,54.1,15
Saccharopolyspora spongiae,1847949,CMMA1452,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,,64.8,,KX037095,58.6,15
Spirosoma fluminis,1837378,15J17,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,48.3,,LC148305,56.5,15
Nocardioides baekrokdamisoli,1804624,B2-12,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,GCA_003945325.1,67,3,LC127008,57.5,15
Flavobacterium crassostreae,1763534,LPB0076,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,GCA_001831475.1,36,3,KU057346,50.3,15
Paucibacter oligotrophus,1769250,CHU3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Paucibacter,,62.5,,KT333459,54.6,15
Flectobacillus fontis,1737445,MIB-4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,37.6,,LN890295,50.3,15
Thalassotalea crassostreae,1763536,LPB0090,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,GCA_001831495.1,38.8,3.9,KU160140,52.9,15
Emticicia aquatica,1681835,HMF2925,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,36.5,,KP765737,51.2,15
Maribacter flavus,1658664,C3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,,41.5,,KR058351,55.3,15
Flavobacterium buctense,1648146,T7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,38.2,,KP744923,49.9,15
Hymenobacter humi,1411620,DG31A,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,60.8,,KF601296,56.3,15
Actibacter haliotis,1295005,W113,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Actibacter,,42.6,,KC193210,50.8,15
Wenyingzhuangia marina,1195760,D1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Wenyingzhuangia,,35.9,,JQ948039,48.8,15
Acinetobacter apis,1229165,HYN18,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,,40.6,,JX402203,52.4,15
Psychroflexus salarius,1155689,MIC1008,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,32.9,,JQ390292,49.2,15
Flavobacterium piscis,1114874,412R-09,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,34.3,,HE612101,50.3,15
Flavobacterium tructae,1114873,435-08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.2,,HE612100,50.5,15
Flavobacterium plurextorum,1114867,1126-1H-08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,33.2,,HE612094,50.6,15
Hymenobacter saemangeumensis,1084522,GSR0100,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,61.9,,JN607158,55.9,15
Flaviaesturariibacter amylovorans,1084520,GCR0105,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,,42.9,,JN607160,53,15
Catalinimonas alkaloidigena,1075417,CNU-914,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Catalimonadaceae,Catalinimonas,,44.4,,JN368461,53.9,15
Chryseobacterium viscerum,1037377,687B-08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,38.6,,FR871426,50,15
Flavobacterium jumunjinense,998845,HME7102,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,36.5,,JF317279,51,15
Flavisolibacter rigui,940145,02SUJ3,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,46.4,,HQ436499,50.4,15
Terriglobus aquaticus,940139,03SUJ4,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,,63.2,,HQ436501,55.7,15
Chryseobacterium oncorhynchi,741074,701B-08,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,,36.3,,FN674441,50.4,15
Dyadobacter soli,659014,MJ20,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,48.5,,GQ241324,53.3,15
Herbiconiux moechotypicola,637393,RB-62,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Herbiconiux,,70.3,,FJ828659,56.2,15
Flavobacterium macrobrachii,591204,an-8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,39.8,,FJ593904,50.2,15
Pedobacter luteus,572036,N7d-4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,48.5,,FJ377314,50.5,15
Kistimonas asteriae,517724,KMD 001,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Kistimonas,,47.6,,EU599216,54.5,15
Sphingomonas mucosissima,370959,CP173-2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,AM229669,54.2,15
Litoricola lipolytica,418701,IMCC1097,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,GCA_009650135.1,58.8,2.3,EF176580,53.7,15
Inhella inkyongensis,392593,IMCC1713,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Inhella,GCA_005952805.1,66.2,4.1,DQ664238,56.1,15
Belnapia moabensis,365533,CP2C,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Belnapia,,75,,AJ871428,58.3,15
